,sentiment
212353,"[{'confidence': 0.58358072524649, 'value': 'negative'}]"
212355,"[{'confidence': 0.74753117704423, 'value': 'neutral'}]"
212381,"[{'confidence': 0.63625979376136, 'value': 'negative'}]"
212386,"[{'confidence': 0.50198255500079, 'value': 'neutral'}]"
212389,
212392,
212399,"[{'confidence': 0.61731790080827, 'value': 'negative'}]"
212401,"[{'confidence': 0.62716401154572, 'value': 'negative'}]"
212402,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
212408,"[{'confidence': 0.52539217322553, 'value': 'negative'}]"
212412,"[{'confidence': 0.51248031787632, 'value': 'negative'}]"
212413,"[{'confidence': 0.67725770391978, 'value': 'negative'}]"
212440,"[{'confidence': 0.67036623067279, 'value': 'neutral'}]"
212443,"[{'confidence': 0.53800362840595, 'value': 'negative'}]"
212456,"[{'confidence': 0.51281457179547, 'value': 'neutral'}]"
212460,"[{'confidence': 0.59118438915848, 'value': 'neutral'}]"
212463,"[{'confidence': 0.65060197829342, 'value': 'neutral'}]"
212470,"[{'confidence': 0.52677756053123, 'value': 'neutral'}]"
212471,"[{'confidence': 0.51576996651133, 'value': 'neutral'}]"
212473,"[{'confidence': 0.6155635835359, 'value': 'neutral'}]"
212478,"[{'confidence': 0.56981821392428, 'value': 'neutral'}]"
212480,
212485,"[{'confidence': 0.63710199887284, 'value': 'negative'}]"
212486,"[{'confidence': 0.5227962010397, 'value': 'negative'}]"
212489,"[{'confidence': 0.5910647000473, 'value': 'negative'}]"
212494,"[{'confidence': 0.63553381121265, 'value': 'negative'}]"
212506,
212550,"[{'confidence': 0.75459038775504, 'value': 'positive'}]"
212564,"[{'confidence': 0.6725588496732, 'value': 'negative'}]"
212570,
212573,"[{'confidence': 0.52060206119378, 'value': 'negative'}]"
212576,"[{'confidence': 0.66491031744483, 'value': 'negative'}]"
212600,
212610,"[{'confidence': 0.76489603613216, 'value': 'positive'}]"
212651,"[{'confidence': 0.5184469803284, 'value': 'neutral'}]"
212652,"[{'confidence': 0.65408802616718, 'value': 'neutral'}]"
212655,"[{'confidence': 0.52844213310618, 'value': 'negative'}]"
212670,"[{'confidence': 0.58107508876773, 'value': 'neutral'}]"
212671,"[{'confidence': 0.55663053214531, 'value': 'positive'}]"
212679,"[{'confidence': 0.72570670663621, 'value': 'positive'}]"
212682,"[{'confidence': 0.60463427442113, 'value': 'neutral'}]"
212689,"[{'confidence': 0.52564228951498, 'value': 'neutral'}]"
212701,"[{'confidence': 0.70074319647523, 'value': 'negative'}]"
212702,"[{'confidence': 0.64184523457439, 'value': 'neutral'}]"
212711,"[{'confidence': 0.5398758051752, 'value': 'negative'}]"
212720,"[{'confidence': 0.81438290851103, 'value': 'negative'}]"
212723,"[{'confidence': 0.50249553447978, 'value': 'neutral'}]"
212735,"[{'confidence': 0.59960730397163, 'value': 'neutral'}]"
212742,"[{'confidence': 0.56852250942625, 'value': 'neutral'}]"
212754,"[{'confidence': 0.66251111010156, 'value': 'negative'}]"
212772,"[{'confidence': 0.62876135170939, 'value': 'neutral'}]"
212774,"[{'confidence': 0.77658790482097, 'value': 'neutral'}]"
212784,"[{'confidence': 0.63143456311361, 'value': 'negative'}]"
212789,"[{'confidence': 0.5432390431394, 'value': 'neutral'}]"
212795,"[{'confidence': 0.66684662542078, 'value': 'negative'}]"
212813,"[{'confidence': 0.53183037443989, 'value': 'negative'}]"
212827,"[{'confidence': 0.59047678918425, 'value': 'neutral'}]"
212828,"[{'confidence': 0.83196145292342, 'value': 'negative'}]"
212831,
212833,"[{'confidence': 0.81249129366635, 'value': 'neutral'}]"
212836,
212839,"[{'confidence': 0.50409106966501, 'value': 'negative'}]"
212845,
212847,
212851,"[{'confidence': 0.65674675141514, 'value': 'neutral'}]"
212853,"[{'confidence': 0.75655328539917, 'value': 'negative'}]"
212856,
212862,"[{'confidence': 0.58389581528569, 'value': 'positive'}]"
212863,"[{'confidence': 0.7535626196377, 'value': 'negative'}]"
212871,"[{'confidence': 0.61708861847255, 'value': 'neutral'}]"
212889,"[{'confidence': 0.54167616434864, 'value': 'negative'}]"
212892,"[{'confidence': 0.59942395324965, 'value': 'neutral'}]"
212899,"[{'confidence': 0.70081717070933, 'value': 'negative'}]"
212921,"[{'confidence': 0.57434274069024, 'value': 'negative'}]"
212942,
212951,"[{'confidence': 0.80521720810561, 'value': 'positive'}]"
212959,"[{'confidence': 0.58697767753279, 'value': 'positive'}]"
212979,"[{'confidence': 0.69415371659014, 'value': 'negative'}]"
212998,"[{'confidence': 0.51760827256286, 'value': 'neutral'}]"
213000,
213019,"[{'confidence': 0.66695923862204, 'value': 'negative'}]"
213021,"[{'confidence': 0.55339498792442, 'value': 'neutral'}]"
213033,
213038,"[{'confidence': 0.54798601197137, 'value': 'neutral'}]"
213041,"[{'confidence': 0.55500070955196, 'value': 'negative'}]"
213046,
213047,
213072,
213075,
213077,"[{'confidence': 0.59463393047938, 'value': 'negative'}]"
213086,
213091,"[{'confidence': 0.51151425882627, 'value': 'negative'}]"
213101,
213104,
213108,"[{'confidence': 0.58512997577566, 'value': 'negative'}]"
213109,"[{'confidence': 0.65480690653116, 'value': 'negative'}]"
213130,"[{'confidence': 0.6778104219296, 'value': 'negative'}]"
213131,"[{'confidence': 0.50363982806074, 'value': 'neutral'}]"
213143,"[{'confidence': 0.55317914378197, 'value': 'negative'}]"
213164,"[{'confidence': 0.58666225319062, 'value': 'neutral'}]"
213170,"[{'confidence': 0.55151422494052, 'value': 'negative'}]"
213171,"[{'confidence': 0.55928349094788, 'value': 'neutral'}]"
213174,"[{'confidence': 0.72168774074275, 'value': 'negative'}]"
213190,"[{'confidence': 0.65406036569944, 'value': 'neutral'}]"
213192,
213193,"[{'confidence': 0.85812044086083, 'value': 'negative'}]"
213197,"[{'confidence': 0.63208307055299, 'value': 'negative'}]"
213203,"[{'confidence': 0.60021489515556, 'value': 'neutral'}]"
213232,"[{'confidence': 0.6319138943817, 'value': 'negative'}]"
213250,
213258,
213259,"[{'confidence': 0.51400770048727, 'value': 'negative'}]"
213268,"[{'confidence': 0.50125705903677, 'value': 'positive'}]"
213282,"[{'confidence': 0.72704082775362, 'value': 'negative'}]"
213283,"[{'confidence': 0.51677252330462, 'value': 'neutral'}]"
213285,"[{'confidence': 0.51893830516216, 'value': 'neutral'}]"
213297,"[{'confidence': 0.62212467188083, 'value': 'neutral'}]"
213310,"[{'confidence': 0.97256064401761, 'value': 'positive'}]"
213313,"[{'confidence': 0.58972458502918, 'value': 'negative'}]"
213323,"[{'confidence': 0.61092239889987, 'value': 'neutral'}]"
213324,"[{'confidence': 0.53685478739607, 'value': 'negative'}]"
213328,"[{'confidence': 0.72119606403115, 'value': 'negative'}]"
213336,"[{'confidence': 0.58195246051911, 'value': 'negative'}]"
213337,"[{'confidence': 0.52281467988781, 'value': 'neutral'}]"
213343,
213354,"[{'confidence': 0.54627954329108, 'value': 'negative'}]"
213359,
213372,"[{'confidence': 0.71738844333801, 'value': 'negative'}]"
213374,"[{'confidence': 0.53278697547732, 'value': 'neutral'}]"
213377,"[{'confidence': 0.54588462594341, 'value': 'negative'}]"
213382,"[{'confidence': 0.52776049246088, 'value': 'negative'}]"
213387,"[{'confidence': 0.59112871678989, 'value': 'negative'}]"
213398,"[{'confidence': 0.63776271324162, 'value': 'neutral'}]"
213400,"[{'confidence': 0.51169246539033, 'value': 'negative'}]"
213403,
213408,"[{'confidence': 0.60986536570511, 'value': 'neutral'}]"
213410,
213411,
213413,"[{'confidence': 0.55919735763151, 'value': 'negative'}]"
213415,
213416,"[{'confidence': 0.53556578410611, 'value': 'negative'}]"
213418,"[{'confidence': 0.60726039353638, 'value': 'negative'}]"
213419,
213446,
213447,
213450,"[{'confidence': 0.55536656942382, 'value': 'neutral'}]"
213452,"[{'confidence': 0.56409059981652, 'value': 'negative'}]"
213453,"[{'confidence': 0.74707316694631, 'value': 'negative'}]"
213456,"[{'confidence': 0.67588274444263, 'value': 'negative'}]"
213460,"[{'confidence': 0.50837349018696, 'value': 'negative'}]"
213461,"[{'confidence': 0.67016238138128, 'value': 'negative'}]"
213463,"[{'confidence': 0.58949629272115, 'value': 'negative'}]"
213464,"[{'confidence': 0.61521827653959, 'value': 'negative'}]"
213465,"[{'confidence': 0.67511642050817, 'value': 'negative'}]"
213468,"[{'confidence': 0.59262724834815, 'value': 'neutral'}]"
213478,"[{'confidence': 0.77654545965918, 'value': 'neutral'}]"
213480,"[{'confidence': 0.59408379164261, 'value': 'negative'}]"
213492,
213493,"[{'confidence': 0.65742587932852, 'value': 'neutral'}]"
213498,"[{'confidence': 0.67199068726921, 'value': 'negative'}]"
213501,
213565,"[{'confidence': 0.73602104966525, 'value': 'negative'}]"
213583,"[{'confidence': 0.53646706712017, 'value': 'negative'}]"
213604,"[{'confidence': 0.50980639952692, 'value': 'neutral'}]"
213686,"[{'confidence': 0.82423906868218, 'value': 'negative'}]"
213725,"[{'confidence': 0.5345767588426, 'value': 'negative'}]"
213751,"[{'confidence': 0.51710492259847, 'value': 'negative'}]"
213752,"[{'confidence': 0.50630062587653, 'value': 'neutral'}]"
213804,"[{'confidence': 0.65382636090749, 'value': 'negative'}]"
213809,"[{'confidence': 0.57380556041957, 'value': 'neutral'}]"
213819,
213823,"[{'confidence': 0.79625737570201, 'value': 'neutral'}]"
213835,"[{'confidence': 0.51669854209419, 'value': 'negative'}]"
213840,
213886,"[{'confidence': 0.58324591979873, 'value': 'negative'}]"
213949,"[{'confidence': 0.55917262675458, 'value': 'negative'}]"
213960,"[{'confidence': 0.52768100666707, 'value': 'negative'}]"
214009,"[{'confidence': 0.58244758613662, 'value': 'neutral'}]"
214054,"[{'confidence': 0.72752762114613, 'value': 'negative'}]"
214074,"[{'confidence': 0.61625277720294, 'value': 'neutral'}]"
214093,"[{'confidence': 0.53522336831991, 'value': 'neutral'}]"
214121,"[{'confidence': 0.52708686263897, 'value': 'negative'}]"
214148,"[{'confidence': 0.7528965428977, 'value': 'negative'}]"
214154,"[{'confidence': 0.67983407529499, 'value': 'neutral'}]"
214160,"[{'confidence': 0.79284108112044, 'value': 'neutral'}]"
214177,
214194,"[{'confidence': 0.52998524462816, 'value': 'negative'}]"
214196,"[{'confidence': 0.64828807471638, 'value': 'neutral'}]"
214200,"[{'confidence': 0.81379724142189, 'value': 'positive'}]"
214206,"[{'confidence': 0.62029503989516, 'value': 'negative'}]"
214272,"[{'confidence': 0.77508319122702, 'value': 'negative'}]"
214356,"[{'confidence': 0.52088277488995, 'value': 'negative'}]"
214357,"[{'confidence': 0.51752346775532, 'value': 'neutral'}]"
214406,"[{'confidence': 0.511299542025, 'value': 'negative'}]"
214413,"[{'confidence': 0.8543161758171, 'value': 'negative'}]"
214434,"[{'confidence': 0.62084948631338, 'value': 'neutral'}]"
214472,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
214484,"[{'confidence': 0.71862804731403, 'value': 'negative'}]"
214545,"[{'confidence': 0.55384795708981, 'value': 'neutral'}]"
214553,"[{'confidence': 0.52505641845065, 'value': 'neutral'}]"
214556,
214558,"[{'confidence': 0.59507709689756, 'value': 'negative'}]"
214560,"[{'confidence': 0.66960167138343, 'value': 'negative'}]"
214563,"[{'confidence': 0.54963182749193, 'value': 'neutral'}]"
214568,"[{'confidence': 0.59883254629996, 'value': 'negative'}]"
214570,"[{'confidence': 0.52345461269949, 'value': 'negative'}]"
214579,"[{'confidence': 0.54452223681025, 'value': 'neutral'}]"
214585,"[{'confidence': 0.71309280459072, 'value': 'negative'}]"
214586,"[{'confidence': 0.7087423864719, 'value': 'neutral'}]"
214614,
214628,"[{'confidence': 0.60907780730323, 'value': 'negative'}]"
214632,"[{'confidence': 0.56336724055784, 'value': 'negative'}]"
214638,"[{'confidence': 0.52797960431854, 'value': 'negative'}]"
214641,"[{'confidence': 0.66849381111313, 'value': 'negative'}]"
214648,"[{'confidence': 0.70141744004837, 'value': 'negative'}]"
214663,"[{'confidence': 0.71848683891078, 'value': 'neutral'}]"
214667,"[{'confidence': 0.92867338814729, 'value': 'positive'}]"
214679,"[{'confidence': 0.66091055407458, 'value': 'neutral'}]"
214688,"[{'confidence': 0.61103582024649, 'value': 'neutral'}]"
214698,"[{'confidence': 0.51151758209726, 'value': 'neutral'}]"
214700,"[{'confidence': 0.61702912751014, 'value': 'neutral'}]"
214701,
214703,"[{'confidence': 0.66016632113598, 'value': 'negative'}]"
214709,"[{'confidence': 0.5783335496427, 'value': 'negative'}]"
214722,
214732,"[{'confidence': 0.59353302970356, 'value': 'positive'}]"
214741,
214751,
214763,"[{'confidence': 0.54393409394399, 'value': 'negative'}]"
214768,"[{'confidence': 0.82651132882706, 'value': 'negative'}]"
214769,"[{'confidence': 0.50874751694865, 'value': 'negative'}]"
214771,
214773,"[{'confidence': 0.64245091739299, 'value': 'negative'}]"
214779,"[{'confidence': 0.64750909656256, 'value': 'negative'}]"
214782,"[{'confidence': 0.61201374773432, 'value': 'negative'}]"
214784,"[{'confidence': 0.57924641614943, 'value': 'negative'}]"
214787,"[{'confidence': 0.6603387512025, 'value': 'neutral'}]"
214788,"[{'confidence': 0.69552362034487, 'value': 'neutral'}]"
214828,"[{'confidence': 0.54339808248436, 'value': 'neutral'}]"
214832,
214842,"[{'confidence': 0.50219213194224, 'value': 'neutral'}]"
214849,
214860,"[{'confidence': 0.57563465735149, 'value': 'neutral'}]"
214870,
214878,"[{'confidence': 0.55736155295952, 'value': 'neutral'}]"
214881,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
214925,"[{'confidence': 0.62808489821857, 'value': 'negative'}]"
214933,"[{'confidence': 0.62932068367982, 'value': 'negative'}]"
214935,"[{'confidence': 0.50685710959788, 'value': 'neutral'}]"
214936,
214938,"[{'confidence': 0.58662648222671, 'value': 'negative'}]"
214994,"[{'confidence': 0.57366097479568, 'value': 'neutral'}]"
215010,"[{'confidence': 0.63533205239884, 'value': 'neutral'}]"
215014,"[{'confidence': 0.83957945665028, 'value': 'negative'}]"
215024,
215026,
215037,"[{'confidence': 0.69255644232889, 'value': 'negative'}]"
215038,
215044,"[{'confidence': 0.56634510548364, 'value': 'neutral'}]"
215067,
215081,"[{'confidence': 0.62418162092033, 'value': 'negative'}]"
215084,
215089,"[{'confidence': 0.75385892024676, 'value': 'neutral'}]"
215110,
215112,
215122,"[{'confidence': 0.56231467439345, 'value': 'neutral'}]"
215136,"[{'confidence': 0.5233960841598, 'value': 'neutral'}]"
215139,"[{'confidence': 0.72320467683451, 'value': 'negative'}]"
215140,"[{'confidence': 0.66978169585679, 'value': 'negative'}]"
215141,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
215147,"[{'confidence': 0.79483192703087, 'value': 'negative'}]"
215151,"[{'confidence': 0.52818470290401, 'value': 'neutral'}]"
215172,"[{'confidence': 0.78005803033389, 'value': 'positive'}]"
215176,"[{'confidence': 0.7607839608445, 'value': 'negative'}]"
215180,"[{'confidence': 0.85746151180421, 'value': 'negative'}]"
215197,
215199,
215210,"[{'confidence': 0.61063920151124, 'value': 'negative'}]"
215229,"[{'confidence': 0.78718441935919, 'value': 'negative'}]"
215231,"[{'confidence': 0.76752377498558, 'value': 'positive'}]"
215236,
215237,"[{'confidence': 0.59334994491083, 'value': 'negative'}]"
215238,"[{'confidence': 0.72463381272447, 'value': 'negative'}]"
215239,"[{'confidence': 0.68564921325804, 'value': 'neutral'}]"
215241,"[{'confidence': 0.65990293227771, 'value': 'neutral'}]"
215242,"[{'confidence': 0.50198255500079, 'value': 'neutral'}]"
215243,
215245,"[{'confidence': 0.55562340432041, 'value': 'negative'}]"
215247,"[{'confidence': 0.5043485108656, 'value': 'positive'}]"
215258,
215265,"[{'confidence': 0.56090690034466, 'value': 'neutral'}]"
215269,"[{'confidence': 0.50554113628554, 'value': 'neutral'}]"
215279,"[{'confidence': 0.66207987552081, 'value': 'negative'}]"
215280,"[{'confidence': 0.50474692308174, 'value': 'negative'}]"
215284,
215286,"[{'confidence': 0.58105569361784, 'value': 'negative'}]"
215289,"[{'confidence': 0.61740963759427, 'value': 'neutral'}]"
215290,
215294,"[{'confidence': 0.85007566664414, 'value': 'positive'}]"
215295,"[{'confidence': 0.73493086995024, 'value': 'negative'}]"
215312,"[{'confidence': 0.51241596105881, 'value': 'neutral'}]"
215321,"[{'confidence': 0.82296239869165, 'value': 'neutral'}]"
215322,
215364,"[{'confidence': 0.62941878111427, 'value': 'neutral'}]"
215438,"[{'confidence': 0.5289057606402, 'value': 'neutral'}]"
215440,"[{'confidence': 0.68572431209596, 'value': 'negative'}]"
215449,"[{'confidence': 0.52642661209562, 'value': 'negative'}]"
215457,"[{'confidence': 0.53428178648609, 'value': 'negative'}]"
215460,"[{'confidence': 0.88877153140063, 'value': 'positive'}]"
215505,"[{'confidence': 0.58500007536719, 'value': 'neutral'}]"
215519,"[{'confidence': 0.83596635407214, 'value': 'negative'}]"
215554,
215564,"[{'confidence': 0.50112588520307, 'value': 'negative'}]"
215581,"[{'confidence': 0.85080712701276, 'value': 'negative'}]"
215600,"[{'confidence': 0.56432203677413, 'value': 'negative'}]"
215601,"[{'confidence': 0.66241782452298, 'value': 'negative'}]"
215616,"[{'confidence': 0.52044963164497, 'value': 'negative'}]"
215638,"[{'confidence': 0.53824072370597, 'value': 'neutral'}]"
215645,
215668,"[{'confidence': 0.75366842630797, 'value': 'negative'}]"
215696,"[{'confidence': 0.66352522575694, 'value': 'negative'}]"
215726,"[{'confidence': 0.62315958699571, 'value': 'negative'}]"
215734,"[{'confidence': 0.81735682614776, 'value': 'negative'}]"
215744,"[{'confidence': 0.80927181043687, 'value': 'positive'}]"
215766,"[{'confidence': 0.50587261311113, 'value': 'negative'}]"
215785,"[{'confidence': 0.56137977045651, 'value': 'negative'}]"
215810,"[{'confidence': 0.53852016320275, 'value': 'negative'}]"
215813,"[{'confidence': 0.69327795153984, 'value': 'negative'}]"
215821,"[{'confidence': 0.57992400073698, 'value': 'neutral'}]"
215876,
215886,"[{'confidence': 0.57100767763965, 'value': 'neutral'}]"
215889,"[{'confidence': 0.56535470408379, 'value': 'negative'}]"
215894,"[{'confidence': 0.76861845776193, 'value': 'negative'}]"
215902,"[{'confidence': 0.64997197128501, 'value': 'neutral'}]"
215903,"[{'confidence': 0.5606203553972, 'value': 'negative'}]"
215911,"[{'confidence': 0.53849268775628, 'value': 'neutral'}]"
215927,
215937,"[{'confidence': 0.83238977454185, 'value': 'negative'}]"
215962,"[{'confidence': 0.53865833202104, 'value': 'neutral'}]"
215983,"[{'confidence': 0.68835162094978, 'value': 'negative'}]"
215986,
216040,"[{'confidence': 0.5093429073316, 'value': 'negative'}]"
216073,
216077,"[{'confidence': 0.64733808740162, 'value': 'negative'}]"
216093,"[{'confidence': 0.66215902336955, 'value': 'negative'}]"
216095,
216097,"[{'confidence': 0.75300144816174, 'value': 'negative'}]"
216110,"[{'confidence': 0.58907455708904, 'value': 'neutral'}]"
216118,"[{'confidence': 0.68944484301232, 'value': 'negative'}]"
216135,"[{'confidence': 0.5246153955669, 'value': 'negative'}]"
216144,"[{'confidence': 0.6015477258183, 'value': 'positive'}]"
216157,"[{'confidence': 0.58844555319324, 'value': 'negative'}]"
216166,"[{'confidence': 0.73422681828224, 'value': 'negative'}]"
216175,"[{'confidence': 0.5169097646254, 'value': 'neutral'}]"
216181,"[{'confidence': 0.58962736724607, 'value': 'negative'}]"
216188,"[{'confidence': 0.55013083416189, 'value': 'positive'}]"
216225,"[{'confidence': 0.61005305562937, 'value': 'neutral'}]"
216255,"[{'confidence': 0.57111053979639, 'value': 'neutral'}]"
216256,
216261,"[{'confidence': 0.65118753157435, 'value': 'neutral'}]"
216262,"[{'confidence': 0.61204707208201, 'value': 'neutral'}]"
216296,"[{'confidence': 0.50034057671849, 'value': 'negative'}]"
216306,
216327,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
216330,"[{'confidence': 0.785003783874, 'value': 'positive'}]"
216341,"[{'confidence': 0.69827501895149, 'value': 'negative'}]"
216343,"[{'confidence': 0.55607080625555, 'value': 'negative'}]"
216369,
216383,"[{'confidence': 0.63184207130259, 'value': 'negative'}]"
216396,
216398,"[{'confidence': 0.64336251710859, 'value': 'negative'}]"
216400,"[{'confidence': 0.94965267227269, 'value': 'positive'}]"
216424,
216428,"[{'confidence': 0.68982809047317, 'value': 'neutral'}]"
216432,"[{'confidence': 0.72520070737297, 'value': 'negative'}]"
216443,
216445,"[{'confidence': 0.64962815530104, 'value': 'neutral'}]"
216454,
216455,"[{'confidence': 0.5569345234528, 'value': 'negative'}]"
216458,
216461,"[{'confidence': 0.78349929540212, 'value': 'positive'}]"
216464,
216466,
216470,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
216474,
216483,"[{'confidence': 0.6577982874943, 'value': 'negative'}]"
216499,"[{'confidence': 0.61687129737329, 'value': 'neutral'}]"
216502,"[{'confidence': 0.56090690034466, 'value': 'neutral'}]"
216504,
216515,"[{'confidence': 0.57444822377372, 'value': 'positive'}]"
216520,"[{'confidence': 0.62804145434112, 'value': 'negative'}]"
216526,
216527,"[{'confidence': 0.71593772916155, 'value': 'neutral'}]"
216536,"[{'confidence': 0.68236452445756, 'value': 'negative'}]"
216539,
216542,"[{'confidence': 0.6151078918095, 'value': 'negative'}]"
216548,
216566,"[{'confidence': 0.60790599436667, 'value': 'negative'}]"
216571,
216573,"[{'confidence': 0.5932042531801, 'value': 'negative'}]"
216580,
216581,"[{'confidence': 0.75514560923406, 'value': 'negative'}]"
216593,"[{'confidence': 0.51069075390369, 'value': 'neutral'}]"
216605,"[{'confidence': 0.50846303877283, 'value': 'neutral'}]"
216616,"[{'confidence': 0.59286392662885, 'value': 'negative'}]"
216623,"[{'confidence': 0.54233617758949, 'value': 'negative'}]"
216630,"[{'confidence': 0.59229106557367, 'value': 'neutral'}]"
216640,"[{'confidence': 0.59625332222095, 'value': 'negative'}]"
216654,"[{'confidence': 0.71044825587884, 'value': 'negative'}]"
216660,"[{'confidence': 0.58758777575899, 'value': 'negative'}]"
216669,"[{'confidence': 0.51088505600781, 'value': 'negative'}]"
216673,"[{'confidence': 0.84057127799443, 'value': 'negative'}]"
216681,"[{'confidence': 0.5209225476573, 'value': 'positive'}]"
216686,"[{'confidence': 0.65972052973912, 'value': 'negative'}]"
216688,"[{'confidence': 0.53366548254681, 'value': 'neutral'}]"
216694,"[{'confidence': 0.5003374155305, 'value': 'neutral'}]"
216715,"[{'confidence': 0.59937740088471, 'value': 'negative'}]"
216721,"[{'confidence': 0.55959790343414, 'value': 'negative'}]"
216753,
216759,"[{'confidence': 0.60639000841809, 'value': 'neutral'}]"
216775,
216793,"[{'confidence': 0.62592035461657, 'value': 'negative'}]"
216797,"[{'confidence': 0.55561923150139, 'value': 'neutral'}]"
216805,"[{'confidence': 0.62309115439674, 'value': 'neutral'}]"
216814,"[{'confidence': 0.8249591643696, 'value': 'neutral'}]"
216822,
216858,
216859,"[{'confidence': 0.52024310236071, 'value': 'neutral'}]"
216893,"[{'confidence': 0.69256676230096, 'value': 'negative'}]"
216897,"[{'confidence': 0.6452131345758, 'value': 'negative'}]"
216899,
216911,
216923,"[{'confidence': 0.67241464988027, 'value': 'negative'}]"
216924,"[{'confidence': 0.71046239958894, 'value': 'positive'}]"
216934,"[{'confidence': 0.56953923555808, 'value': 'negative'}]"
216961,"[{'confidence': 0.59371656025994, 'value': 'negative'}]"
216964,"[{'confidence': 0.63558680861538, 'value': 'neutral'}]"
216966,"[{'confidence': 0.51278675737115, 'value': 'neutral'}]"
216973,"[{'confidence': 0.54394346369324, 'value': 'neutral'}]"
216975,"[{'confidence': 0.50622576011933, 'value': 'negative'}]"
216979,"[{'confidence': 0.62350465002064, 'value': 'neutral'}]"
216980,
216983,
216985,"[{'confidence': 0.68269032468424, 'value': 'neutral'}]"
216989,
216998,"[{'confidence': 0.62001681056492, 'value': 'neutral'}]"
217001,"[{'confidence': 0.53766567884793, 'value': 'negative'}]"
217004,"[{'confidence': 0.68752759670606, 'value': 'negative'}]"
217006,
217031,"[{'confidence': 0.56765787370592, 'value': 'neutral'}]"
217046,"[{'confidence': 0.52863424041572, 'value': 'negative'}]"
217050,"[{'confidence': 0.6380308226224, 'value': 'neutral'}]"
217053,"[{'confidence': 0.54861659767227, 'value': 'neutral'}]"
217057,"[{'confidence': 0.6668467049151, 'value': 'negative'}]"
217066,"[{'confidence': 0.72526896338185, 'value': 'negative'}]"
217068,
217072,"[{'confidence': 0.57247526516709, 'value': 'neutral'}]"
217076,"[{'confidence': 0.68072807552674, 'value': 'positive'}]"
217082,
217089,"[{'confidence': 0.60036975190663, 'value': 'negative'}]"
217090,"[{'confidence': 0.81605874897563, 'value': 'negative'}]"
217092,"[{'confidence': 0.75339204861431, 'value': 'neutral'}]"
217094,"[{'confidence': 0.61470342713786, 'value': 'negative'}]"
217097,
217101,"[{'confidence': 0.7100648315157, 'value': 'negative'}]"
217108,
217114,
217115,"[{'confidence': 0.60624433082182, 'value': 'neutral'}]"
217117,"[{'confidence': 0.55539775278557, 'value': 'neutral'}]"
217124,
217125,"[{'confidence': 0.57086526014261, 'value': 'neutral'}]"
217131,"[{'confidence': 0.67152726484677, 'value': 'neutral'}]"
217141,"[{'confidence': 0.55044610533838, 'value': 'neutral'}]"
217151,"[{'confidence': 0.77887856390655, 'value': 'negative'}]"
217166,"[{'confidence': 0.61107586597871, 'value': 'negative'}]"
217181,"[{'confidence': 0.5015340378767, 'value': 'neutral'}]"
217195,"[{'confidence': 0.68452738922297, 'value': 'negative'}]"
217197,"[{'confidence': 0.82922947904138, 'value': 'negative'}]"
217205,"[{'confidence': 0.83162564359878, 'value': 'negative'}]"
217207,"[{'confidence': 0.69728654719267, 'value': 'negative'}]"
217220,"[{'confidence': 0.79578834176084, 'value': 'positive'}]"
217224,"[{'confidence': 0.65961397461999, 'value': 'negative'}]"
217226,
217228,"[{'confidence': 0.64529257384443, 'value': 'negative'}]"
217242,"[{'confidence': 0.52274656379288, 'value': 'negative'}]"
217246,"[{'confidence': 0.63559484005843, 'value': 'negative'}]"
217251,"[{'confidence': 0.51379346824307, 'value': 'neutral'}]"
217261,"[{'confidence': 0.65966892109758, 'value': 'negative'}]"
217263,"[{'confidence': 0.80454170243741, 'value': 'negative'}]"
217270,"[{'confidence': 0.713380633581, 'value': 'neutral'}]"
217286,
217295,"[{'confidence': 0.69066310523042, 'value': 'negative'}]"
217300,
217301,"[{'confidence': 0.82656931448798, 'value': 'negative'}]"
217312,
217326,"[{'confidence': 0.50665497764709, 'value': 'neutral'}]"
217332,"[{'confidence': 0.81081354850127, 'value': 'negative'}]"
217340,"[{'confidence': 0.76536488170444, 'value': 'negative'}]"
217346,"[{'confidence': 0.62588071637631, 'value': 'neutral'}]"
217363,"[{'confidence': 0.54365479393257, 'value': 'negative'}]"
217364,
217370,"[{'confidence': 0.5264348958132, 'value': 'neutral'}]"
217375,"[{'confidence': 0.641134145006, 'value': 'neutral'}]"
217379,"[{'confidence': 0.74428671785784, 'value': 'negative'}]"
217380,"[{'confidence': 0.86069524844504, 'value': 'negative'}]"
217390,"[{'confidence': 0.72571135661633, 'value': 'negative'}]"
217399,
217403,"[{'confidence': 0.85038393875753, 'value': 'negative'}]"
217406,"[{'confidence': 0.80923097938924, 'value': 'negative'}]"
217410,"[{'confidence': 0.8410247603178, 'value': 'negative'}]"
217414,
217416,"[{'confidence': 0.66860979102375, 'value': 'negative'}]"
217418,"[{'confidence': 0.52273095380621, 'value': 'neutral'}]"
217419,"[{'confidence': 0.56040717114302, 'value': 'negative'}]"
217422,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
217439,
217441,
217442,"[{'confidence': 0.80746882937384, 'value': 'negative'}]"
